CIUDAD;NOMBRE OFICINA;DIRECCIÓN;INDICATIVO;Tel 1;Tel 2;Tel 3;Tel 4;Tel 5;HORARIO LUNES A VIERNES  Y FIN DE MES;HORARIO ADICIONAL LUNES A VIERNES;SÁBADO;zipcode;lat;lon;Num_Eventos
MANIZALES;FUNDADORES;CALLE 33 B No. 20 - 03;6;8982345;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;5:30 p.m a 7:00 p.m;09:00 a.m. a 01:00 p.m.;NA;5,0693791;-75,5095354;0
MARIQUITA;MARIQUITA;Calle 7 No. 3ª-24 L 4;8;2524050;2524156;2524770;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;732020;5,1987043;-74,8920554;0
MEDELLÍN;AGENCIA OVIEDO;CALLE 6 SUR No. 43A - 227 LOCAL 1359;4;5400307;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50022;6,2002739;-75,5758628;0
MEDELLÍN;AVENIDA LA PLAYA;CALLE 52 No. 45-30 PISO 1;4;5402531;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;Colombia;6,2490772;-75,5636901;0
MEDELLÍN;BELEN;CALLE 31 No. 75-50;4;5402532;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50030;6,232858;-75,5958422;3
MEDELLÍN;CARRERA 70;CARRERA 70 CIRCULAR No. 4-24;4;5402536;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50031;6,2465321;-75,5894506;0
MEDELLÍN;CARRERA OCHENTA;CALLE 37 No. 80B - 49;4;5402537;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,2450485;-75,6025461;9
MEDELLÍN;CENTRO EMPRESARIAL OLAYA HERREA;CARRERA 52 No. 14 – 30 LOCAL 169 EDIFICIO OLAYA HERRERA;4;5400523;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,2188877;-75,5800527;0
MEDELLÍN;CENTRO FINANCIERO BBVA;CALLE 7 No. 39-215 LOCAL 105;4;5400300;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;3,4265677;-76,5457382;0
MEDELLÍN;CIUDAD DEL RÍO;CARRERA 48 No. 20-54 TORRE C1 LOCAL102;4;5400521;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50021;6,2232501;-75,5750018;0
MEDELLÍN;COLTEJER;CALLE 52 No. 47-42 LOCAL 215;4;5402539;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50012;6,2500271;-75,5681333;7
MEDELLÍN;EL ESTADIO;CARRERA 74 NO. 49B – 05;4;5400526;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,2599208;-75,5902921;0
MEDELLÍN;EL POBLADO;CARRERA 43A No. 1 SUR-27;4;5400302;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,203409;-75,571892;0
MEDELLÍN;EL TESORO;CARRERA 25A No. 1A SUR 45 CENTRO COMERCIAL TESORO LOCAL 3290;4;5402680;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50022;6,1975427;-75,5588351;1
MEDELLÍN;EXITO;CALLE 49B No. 64C- 61;4;5402682;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50034;6,2549803;-75,57977;0
MEDELLÍN;FADEGAN AUTOPISTA NORTE;CARRERA 64C No. 67-392;4;5402683;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50034;6,2684934;-75,5736806;0
MEDELLÍN;MINIBANCO FISCALÍA MEDELLÍN;CARRERA 64C No. 67-300;4;4806603;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50034;6,2684934;-75,5736806;0
MEDELLÍN;GUAYAQUIL;CARRERA 54 No. 45 A - 1;4;5402684;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50015;6,2474904;-75,5729163;0
MEDELLÍN;Agencia LA ALPUJARRA;CALLE 41 No. 52-57;4;5402686;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,242401;-75,5728679;11
MEDELLÍN;LA AMERICA;CARRERA 78 No. 43-05 LOCAL 123;4;5402687;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,2086176;-75,5662675;0
MEDELLÍN;LAURELES;CIRCULAR 73A No. 34A-96 LOCAL 101;4;5402689;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,246799;-75,589136;0
MEDELLÍN;LOS MOLINOS;CARRERA 82 No.30A-24 LO- 2061/2063;4;5403200;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50026;6,2323647;-75,6034057;0
MEDELLÍN;MALL LA FRONTERA;CARRERA 43A No. 18 SUR - 140 LOCAL 105;4;5400528;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,1857011;-75,5784996;1
MEDELLÍN;MEDELLIN;Calle 50 no. 51-28;4;5400301;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50010;6,249912;-75,5688218;7
MEDELLÍN;PREMIUM PLAZA;CARRERA 43A No. 30-29 LOCAL 1184;4;5403202;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;5:30 p.m a 7:00 p.m;9:00 a.m a 1:00 p.m;NA;6,2296075;-75,5700429;0
MEDELLÍN;TERMINAL DEL SUR;CALLE 8B No.65-237 CENTRO COMERCIAL PTO SECO;4;5403208;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,2154618;-75,5882845;0
MEDELLÍN;SAN DIEGO;CALLE 34 No. 43-66 LOCAL 1572;4;5403205;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;L4W 4N5;6,2348959;-75,5695715;11
MEDELLÍN;SANTAFE MEDELLIN;CARRERA 43A No.7 SUR-170 LOCAL 39A;4;5403206;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;05:30 p.m. a 07:00 p.m.;9:00 a.m a 1:00 p.m;50021;6,2072437;-75,5711392;0
MEDELLÍN;UNICENTRO MEDELLIN;CARRERA 66B No. 34A-76 LOCAL 046-0 48;4;5403209;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;5:30 p.m a 7:00 p.m;9:00 a.m a 1:00 p.m;50030;6,2412323;-75,5876453;0
MEDELLÍN;BANCA PERSONAL MEDELLÍN;CALLE 7 No. 39-215 LOCAL 101 EDIFICIO CENTRO FINANCIERO BBVA, EL POBLADO;4;5400305;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50021;6,206333;-75,571242;0
MEDELLÍN;CALASANZ;CARRERA 80 No. 49F - 13;4;5402534;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;6,2613753;-75,5973704;4
MEDELLÍN;GRAN VÍA;DIAGONAL 75B No. 6 – 105 locales 139,141 y 143;4;5400522;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;50025;6,2176673;-75,5987632;0
MELGAR;AGENCIA TOLEMAIDA;CENTRO COMERCIAL ZULIA - FINCA TOLEMAIDA - MUNICIPIO NILO;1;2455000;NA;NA;NA;NA;Lunes a viernes de 8:30 a.m. a 3:30 p.m. (jornada continua);NA;Sábado de 9 a.m. a 1 p.m.;NA;10,2910237;-72,1416132;0
MELGAR;MELGAR;CARRERA 26 No. 6-02/08;8;2455000;2450020;2450022;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;4,204033;-74,6434623;0
MADRID;MADRID;CARRERA 10 No. 7-39 Local 1.;1;8255095;8252983;NA;NA;NA;9:00 a.m a 4:00 p.m;NA;NA;NA;4,733779;-74,2627569;0
MOCOA;MOCOA;CARRERA 5 No. 7-35;8;4296028;4295510;4295509;4204412;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;1,1457201;-76,6467066;0
MOMPÓS;MOMPOS;CARRERA 2A No. 18-02;5;6855361;6856522;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;9,2409327;-74,4244027;0
MONTELIBANO;MONTELIBANO;CARRERA 5 No.17-28;4;7720655;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;7,9839751;-75,4214599;0
MONTERÍA;CALLE 30;CALLE 30 No. 1-11;4;7826344;7827806;7826813;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;8,758085;-75,8866314;0
MONTERÍA;RONDA DEL SINÚ;CARRERA 2 No. 39 - 61 MONTERIA;4;7812914;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;8,7637606;-75,8808398;0
MONTERÍA;MONTERIA;CARRERA 3 No. 31-06;4;7822352;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;8,7575736;-75,8850829;0
MONTERÍA;EL RECREO;CALLE 67 No. 5 - 84 Local 1;4;7812911;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;8,7779375;-75,8639786;0
MONTERÍA;RIO PARQUE COMERCIAL;CALLE 44 CARRERA 4 LOCALES 13 Y 14;4;7812912;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;8,7647964;-75,877282;0
MOSQUERA;MOSQUERA;CALLE 3 No. 1-39;1;8276981;8276983;8276982;NA;NA;9:00 a.m a 4:00 p.m;NA;NA;NA;4,7046849;-74,2294423;0
NEIVA;AVENIDA LA TOMA;CARRERA 7 No. 11-02;8;8664403;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;2,9304396;-75,2875487;0
NEIVA;LOS ALMENDROS;CARRERA 7 No. 9-37;8;8664404;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;2,9289619;-75,2872013;0
NEIVA;NEIVA;CARRERA . 5 No. 6-44 EDIF. METROPOLIT.TORRE A PISO 2;8;8664405;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;2,9344837;-75,2809001;3
NEIVA;RIO DEL ORO;CALLE 1G No. 4-27;8;8664402;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;2,9213119;-75,2875344;0
NEIVA;SAN JUAN PLAZA;CARRERA 16 No. 41 -72 LOCAL 117;8;8664406;NA;NA;NA;NA;Lunes a viernes: 9:00 a.m. a 12:30 p.m. y 02:30 p.m. a 05:00 p.m;NA;NA;NA;2,9169745;-75,2798029;0
OCAÑA;OCAÑA;CALLE 11 No. 13-03/11/15/19;7;5623598;5690715;NA;NA;NA;"Lunes a Jueves 8:00 a.m a 11:30 a.m - 2:00 p.m a  4:00 p.m.
Viernes 8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m.";NA;NA;NA;8,25205;-73,3532199;0
ORITO;AGENCIA ORITO;CALLE 8 No. 10-129;8;4292293;4291162;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;0,67688;-76,880163;0
PAIPA;AGENCIA PAIPA;CALLE 25 No. 19-62/64;8;7852505;7850401;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;5,7792993;-73,1173801;0
PALMIRA;PALMIRA;CALLE 31 No. 29-08;2;6440033;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;763531;3,5280706;-76,2996918;0
PALMIRA;BBVA UNICENTRO PALMIRA;Carrera 40 42-26 local 201;2;6440034;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;763533;3,528284;-76,3101585;0
PAMPLONA;PAMPLONA;CARRERA 6 No. 5-71;7;5682809;5682844;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;5:30 p.m a 7:00 p.m;9:00 a.m a 1:00 p.m;NA;7,3770248;-72,6472361;0
PASTO;PARQUE NARIÑO;CARRERA 25 No. 20 - 45 LOCAL 102;2;7244329;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;1,2149523;-77,2761523;0
PASTO;PASTO;CALLE 19 No. 21A- 21 COMPLEJO BANCARIO;2;7244330;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;520006;1,199332;-77,263067;0
PASTO;UNICENTRO PASTO;CALLE 11 UNICENTRO LOCAL 247-248 PASTO;2;7244328;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;5:30 p.m a 7:00 p.m;9:00 a.m a 1:00 p.m;NA;1,2165533;-77,2885758;0
PASTO;CENTRO COMERCIAL ÚNICO;CALLE 22 No 6-61 LOCAL B2;2;27244331;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;11201;1,2057884;-77,2592206;0
PAZ DE ARIPORO;PAZ DE ARIPORO;CALLE 9 No. 10-40 PARQUE LOS LIBERTADORES;8;6373520;6373523;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;5,8812486;-71,8949443;0
PEREIRA;AVENIDA 30 DE AGOSTO;AVENIDA 30 DE AGOSTO No. 36-60;6;3515152;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;4,8125617;-75,7093218;0
PEREIRA;BBVA UNICENTRO PEREIRA;AVENIDA 30 DE AGOSTO No. 75 – 51 LOCALES B-58 y B-59;6;3515159;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;4,808995;-75,742883;0
PEREIRA;BULEVARES;CARRERA 15 No. 14-05 LOCAL 25 CENTRO COMERCIAL PINARES PLAZA;6;3515153;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;4,8070592;-75,6837831;0
PEREIRA;DOS QUEBRADAS;CARRERA 16 No. 32-56 LOCAL 16 CENTRO COMERCIAL LOS MOLINOS;6;3515171;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;4,8075969;-75,6891837;2
PEREIRA;LAGO URIBE;CALLE 24 No. 7-17 LOCAL 101;6;3515154;NA;NA;NA;NA;8:00 a.m a 11:30 a.m - 2:00 p.m a  4:30 p.m;NA;NA;NA;4,814003;-75,69851;0
