NOMBRE DEL ATM;lat;lon
Tolemaida III;4,2513469;-74,6384989
Transmilenio - Estación Avenida Jiménez;4,6025863;-74,0786244
Transmilenio - Estación Banderas;4,6316984;-74,1462167
Transmilenio - Estación Ricaurte;4,6114355;-74,0940943
Transmilenio - Estación Tunal;4,5718986;-74,1399419
Transmilenio - Héroes;4,66831;-74,06021
Transmilenio - Portal 80;4,7104956;-74,1118383
Transmilenio - Portal De Las Américas;4,6292976;-74,1725592
Transmilenio - Portal De Suba;4,7466302;-74,0949062
Transmilenio - Portal Del Norte;4,754265;-74,0460491
Transmilenio - Portal Del Sur;4,5967066;-74,1694001
Transmilenio - Portal Usme;4,530339;-74,1209417
Tuluá;4,0840422;-76,19715
Tuluá 1;4,0846951;-76,1961828
Tuluá 2;4,0846951;-76,1961828
Tuluá 3;4,0846951;-76,1961828
Tuluá II;4,0840422;-76,19715
Tunja 1;5,5317645;-73,3634153
Tunja 2;5,5317645;-73,3634153
Tunja Cc Colonial I;5,5321097;-73,3633185
Tunja Cc Colonial II;5,574255;-73,3404795
Tunja C-Cial Muiscas;5,5705236;-73,3401417
Tunjuelito;4,5659523;-74,1265055
Turbo 1;8,0927583;-76,7275743
Turbo 2;8,0927583;-76,7275743
Turbo 3;8,0927583;-76,7275743
Ubate;5,3087917;-73,8150254
Ubate La Legua;5,3081634;-73,8131595
Udca;4,7999131;-74,0467754
Uni15 1;4,7018758;-74,0430815
Uni15 2;4,7018758;-74,0430815
Unicentro Cali;3,3737606;-76,5390353
Unicentro Girardot;4,3078836;-74,7976822
Unicentro Occidente 1;4,7242057;-74,1133547
Unicentro Occidente 2;4,7242057;-74,1133547
Unicentro Occidente 3;4,7242057;-74,1133547
Unicentro Pasto I;1,2165533;-77,2885758
Unicentro Pasto II;1,2165533;-77,2885758
Unicentro Primer Piso I;4,701949;-74,04137
Unicentro Primer Piso III;4,701949;-74,04137
Unicentro Primer Piso IV;4,701949;-74,04137
Unicentro Primero Piso II;4,701949;-74,04137
Unicentro V;4,7022085;-74,0419897
Unicentro Valledupar I;10,4877056;-73,261101
Unicentro Valledupar II;10,4877056;-73,261101
Unicentro Vi;4,7022085;-74,0419897
Unicentro Yopal;5,348903;-72,400523
Unicentro Yopal I;5,3482945;-72,3915885
Unicentro Yopal II;5,3482945;-72,3915885
Unidades Tecnológicas De Santander;7,1051874;-73,1251871
Unisur;4,5928386;-74,0954128
Unisur II;4,5867753;-74,0769813
Univ Coop Bucaramanga;7,1290605;-73,1133196
Univ Coop Santa Marta;11,2403547;-74,2110227
Univ Coop Sede Bogotá;4,6261522;-74,0692543
Univ Coop Sede Ibagué;4,4437058;-75,2429541
Univ Coop Sede Medellin;6,2463306;-75,5611051
Univ Coop Sede Pasto;1,2308508;-77,2931409
Univ Coop Sede Villavicencio;4,130314;-73,623564
Univ Mil. Nueva Granada;4,683402;-74,041832
Universidad Central Del Valle;4,0762402;-76,1962111
Universidad De Pamplona;7,8890971;-72,4966896
Universidad Del Rosario Sede Centro;4,6000788;-74,0732928
Universidad Del Rosario Sede Mutis;4,654376;-74,0725435
Universidad Distrital;4,628089;-74,0657842
Universidad Distrital Del Sur;4,5795058;-74,1576885
Universidad Javeriana;4,6271009;-74,0652017
Universidad Libre De Cúcuta;7,9112789;-72,4989967
Universidad Militar Nueva Granada Cajica;4,9425446;-74,012851
Universidad Piloto;4,6329949;-74,065627
Universidad Santo Tomas Floridablanca;7,0781732;-73,1083237
Universidad Santo Tomas Sede Bucaramanga;7,1370175;-73,1285525
Urrao 1;6,3165532;-76,134867
Urrao 2;6,3165532;-76,134867
Valle De Atriz;1,2046711;-77,273051
Valledupar 1;10,4756733;-73,2473244
Valledupar 2;10,4756733;-73,2473244
Valledupar 3;10,4756733;-73,2473244
Venecia;4,5934173;-74,1384096
Venecia 1;4,5934173;-74,1384096
Venecia 2;4,5934173;-74,1384096
Vicpimar;10,3910485;-75,4794257
Victoria Norte;4,7326875;-74,053766
Vida Centro Profesional Cali;3,422772;-76,5422282
Villa De Leyva;5,6342652;-73,5233779
Villagarzon;1,0301685;-76,6156294
Villanueva 2;10,6068906;-72,9779871
Villanueva III;10,6038508;-72,9819185
Villavicencio 1;4,1514814;-73,6373983
Villavicencio 2;4,149348;-73,6129721
Villavicencio 3;4,1514814;-73,6373983
Villavicencio Centro I;4,1518971;-73,6369397
Villavicencio Centro II;4,1518971;-73,6369397
Villeta;5,011706;-74,470362
Viva Centro Comercial Barrancabermeja;7,0606723;-73,8661023
World Trade Center;4,6809454;-74,0420846
World Trade Center Ii;4,6809454;-74,0420846
Xi Brig Montería;8,7401363;-75,9059472
Yopal 1;5,348903;-72,400523
Yopal 3;5,3492193;-72,40118
Yopal 4;5,348903;-72,400523
Yopal 5;5,3492193;-72,40118
Yopal 6;5,348903;-72,400523
Yotoco;4,210851;-76,155749
Yumbo;3,582844;-76,49566
Zaragocilla-Universidad De Cartagena;10,3990929;-75,5030693
Zazue Plaza;11,147595;-74,221848
Zipaquirá Centro II;5,0223949;-74,0057623
Zona Franca Barranquilla;10,9671021;-74,7663859
Zona Franca Fontibón I;4,6720246;-74,1533419
Zona Franca Fontibón II;4,6720246;-74,1533419
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
